transaction_id,customer_id,product_code,quantity,unit_price,discount,total_amount,transaction_date,customer_segment,region
3975,846,PROD_7518,4,296.09,0.121,1693.03,2025-09-03 18:28:20,Standard,South
3976,762,PROD_2572,14,67.1,0.081,1035.63,2025-02-12 18:28:20,Basic,West
3977,193,PROD_9802,17,311.24,0.065,832.98,2025-05-02 18:28:20,Premium,Central
3978,618,PROD_4674,5,204.92,0.107,1801.35,2025-04-21 18:28:20,Standard,West
3979,189,PROD_3163,13,342.31,0.192,159.15,2024-10-29 18:28:20,Basic,East
3980,276,PROD_2163,3,164.27,0.285,1845.4,2024-10-16 18:28:20,Premium,South
3981,74,PROD_1375,5,288.56,0.211,65.29,2025-04-29 18:28:20,Premium,East
3982,10,PROD_3652,16,310.27,0.234,1129.71,2024-12-11 18:28:20,Premium,South
3983,635,PROD_2468,19,348.35,0.092,1114.63,2024-11-27 18:28:20,Standard,South
3984,216,PROD_7811,19,380.9,0.031,1281.75,2025-07-25 18:28:20,Basic,Central
3985,290,PROD_2212,17,76.81,0.087,68.96,2025-01-30 18:28:20,Standard,North
3986,445,PROD_8695,18,482.97,0.121,1065.73,2024-10-21 18:28:20,Premium,Central
3987,988,PROD_5891,18,423.39,0.207,236.09,2024-11-30 18:28:20,Standard,North
3988,923,PROD_7195,8,285.54,0.282,320.4,2025-02-06 18:28:20,Premium,North
3989,552,PROD_1669,18,446.28,0.243,438.56,2025-05-27 18:28:20,Premium,Central
3990,193,PROD_3607,9,197.39,0.08,1230.22,2025-01-12 18:28:20,Basic,West
3991,639,PROD_9698,19,26.8,0.246,786.28,2024-10-17 18:28:20,Standard,Central
3992,289,PROD_4574,10,366.25,0.124,179.82,2025-02-22 18:28:20,Basic,East
3993,964,PROD_2955,2,472.24,0.053,585.14,2025-05-26 18:28:20,Standard,East
3994,583,PROD_1477,17,89.31,0.138,162.48,2025-08-31 18:28:20,Standard,East
3995,649,PROD_5319,13,325.5,0.169,1331.61,2024-10-28 18:28:20,Standard,East
3996,144,PROD_5062,11,408.58,0.229,1119.36,2025-09-12 18:28:20,Premium,North
3997,389,PROD_9867,16,453.48,0.105,821.3,2024-10-18 18:28:20,Basic,North
3998,866,PROD_5520,7,145.5,0.044,1856.08,2024-11-23 18:28:20,Basic,Central
3999,892,PROD_2095,3,73.08,0.028,1042.26,2025-05-18 18:28:20,Basic,South
4000,407,PROD_7342,16,131.45,0.034,1776.2,2025-01-18 18:28:20,Premium,South
4001,811,PROD_7420,19,293.08,0.285,1162.38,2025-03-31 18:28:20,Standard,North
4002,370,PROD_3657,16,460.18,0.286,759.82,2024-10-29 18:28:20,Standard,West
4003,857,PROD_3471,2,295.44,0.291,1082.6,2025-07-26 18:28:20,Premium,North
4004,441,PROD_2329,14,460.61,0.091,312.21,2025-03-09 18:28:20,Standard,West
4005,947,PROD_4326,10,387.32,0.057,1352.76,2025-03-01 18:28:20,Standard,South
4006,781,PROD_2941,19,303.21,0.294,1964.45,2025-05-02 18:28:20,Basic,North
4007,896,PROD_7877,11,20.68,0.296,502.4,2025-08-14 18:28:20,Premium,Central
4008,920,PROD_8976,18,173.21,0.024,653.16,2024-11-15 18:28:20,Standard,East
4009,651,PROD_1229,11,38.16,0.226,818.12,2025-08-15 18:28:20,Premium,South
4010,564,PROD_9209,9,167.9,0.087,972.13,2024-12-03 18:28:20,Premium,North
4011,529,PROD_1915,19,40.54,0.273,1441.01,2024-12-02 18:28:20,Standard,North
4012,677,PROD_7011,10,92.23,0.027,281.98,2025-02-04 18:28:20,Standard,East
4013,13,PROD_7649,3,211.24,0.267,611.91,2025-03-11 18:28:20,Premium,South
4014,702,PROD_7038,3,262.29,0.001,1081.95,2025-06-05 18:28:20,Premium,Central
4015,987,PROD_7843,8,116.4,0.157,1183.26,2025-04-26 18:28:20,Standard,Central
4016,340,PROD_7443,6,368.96,0.101,1077.89,2025-06-22 18:28:20,Basic,Central
4017,865,PROD_8544,1,299.28,0.128,876.62,2025-05-30 18:28:20,Standard,South
4018,874,PROD_1664,6,348.96,0.13,1425.84,2024-12-05 18:28:20,Premium,Central
4019,864,PROD_7277,2,369.06,0.196,416.9,2025-03-20 18:28:20,Premium,West
4020,776,PROD_4831,19,366.19,0.007,572.63,2025-04-15 18:28:20,Standard,North
4021,312,PROD_7455,7,468.75,0.207,894.52,2025-05-05 18:28:20,Standard,West
4022,733,PROD_3506,11,126.24,0.007,1394.05,2025-09-08 18:28:20,Premium,South
4023,104,PROD_2378,11,142.38,0.056,173.88,2025-04-14 18:28:20,Premium,Central
4024,339,PROD_9390,4,56.16,0.182,240.19,2024-11-20 18:28:20,Premium,Central
4025,198,PROD_7450,16,300.37,0.026,1566.99,2025-03-05 18:28:20,Basic,Central
4026,300,PROD_6931,5,203.64,0.297,529.3,2025-05-08 18:28:20,Basic,East
4027,444,PROD_6925,7,253.14,0.235,1927.34,2025-08-18 18:28:20,Premium,East
4028,359,PROD_1990,16,93.21,0.212,1923.2,2024-12-05 18:28:20,Premium,Central
4029,368,PROD_5967,15,328.04,0.08,1375.03,2025-03-22 18:28:20,Standard,North
4030,169,PROD_5701,5,313.32,0.015,1436.58,2025-03-03 18:28:20,Premium,East
4031,149,PROD_5173,1,139.74,0.294,1305.49,2025-01-16 18:28:20,Basic,South
4032,761,PROD_5923,9,238.05,0.044,362.89,2024-12-12 18:28:20,Premium,Central
4033,768,PROD_1592,5,448.21,0.249,1005.91,2025-03-10 18:28:20,Basic,North
4034,982,PROD_8224,6,389.01,0.059,1588.1,2025-06-15 18:28:20,Standard,East
4035,42,PROD_8069,3,121.2,0.112,1551.61,2025-10-10 18:28:20,Basic,South
4036,202,PROD_7414,6,440.64,0.208,1798.55,2025-09-19 18:28:20,Standard,East
4037,970,PROD_4216,8,42.98,0.284,1802.59,2024-12-29 18:28:20,Basic,South
4038,244,PROD_6016,6,212.82,0.006,530.36,2025-07-01 18:28:20,Basic,Central
4039,669,PROD_4089,16,49.26,0.078,1446.22,2025-04-18 18:28:20,Basic,North
4040,464,PROD_4681,16,462.86,0.229,1306.17,2025-01-29 18:28:20,Basic,West
4041,449,PROD_7829,3,29.94,0.052,1772.8,2025-07-12 18:28:20,Basic,East
4042,913,PROD_6632,17,84.11,0.033,375.11,2025-09-13 18:28:20,Standard,North
4043,798,PROD_1139,6,458.37,0.014,1482.19,2025-08-19 18:28:20,Premium,West
4044,794,PROD_5952,6,295.26,0.151,852.43,2025-03-26 18:28:20,Standard,Central
4045,437,PROD_7175,19,399.64,0.23,795.03,2025-07-08 18:28:20,Premium,South
4046,893,PROD_3740,15,18.04,0.289,81.22,2025-09-25 18:28:20,Standard,Central
4047,750,PROD_8432,19,215.36,0.08,1923.31,2025-09-01 18:28:20,Basic,North
4048,531,PROD_4109,2,492.39,0.036,1354.78,2025-04-30 18:28:20,Premium,North
4049,565,PROD_3121,8,294.11,0.121,1185.5,2024-12-24 18:28:20,Premium,East
4050,597,PROD_3767,7,426.34,0.017,509.82,2025-02-13 18:28:20,Standard,West
4051,273,PROD_7313,8,482.14,0.099,1320.31,2024-11-15 18:28:20,Premium,West
4052,430,PROD_3206,13,345.67,0.193,1891.75,2024-11-21 18:28:20,Basic,East
4053,872,PROD_8108,15,170.54,0.05,334.94,2025-07-27 18:28:20,Premium,Central
4054,213,PROD_2924,12,161.22,0.19,1967.78,2025-07-18 18:28:20,Standard,West
4055,949,PROD_2449,15,44.93,0.292,860.58,2025-05-24 18:28:20,Premium,Central
4056,873,PROD_5841,14,219.61,0.259,1956.68,2025-08-01 18:28:20,Standard,South
4057,104,PROD_3406,7,458.54,0.107,1271.4,2025-08-11 18:28:20,Basic,North
4058,192,PROD_5189,17,244.25,0.126,654.97,2025-01-19 18:28:20,Standard,South
4059,941,PROD_4546,5,456.39,0.126,755.14,2025-05-24 18:28:20,Standard,East
4060,689,PROD_7732,10,410.4,0.258,588.2,2025-01-10 18:28:20,Premium,West
4061,659,PROD_3251,19,492.25,0.298,676.21,2025-06-26 18:28:20,Standard,South
4062,380,PROD_6628,18,474.37,0.248,1296.61,2025-05-11 18:28:20,Standard,North
4063,967,PROD_6252,10,356.18,0.167,43.04,2024-11-09 18:28:20,Standard,West
4064,81,PROD_5367,2,436.9,0.029,1935.59,2024-12-11 18:28:20,Standard,Central
4065,705,PROD_3478,6,376.56,0.286,1539.37,2025-07-21 18:28:20,Standard,West
4066,549,PROD_2661,3,354.66,0.258,1882.61,2025-02-11 18:28:20,Standard,North
4067,377,PROD_9432,19,360.62,0.252,1437.91,2025-04-02 18:28:20,Premium,West
4068,838,PROD_9408,5,363.31,0.118,967.26,2025-03-18 18:28:20,Premium,South
4069,154,PROD_1643,7,195.92,0.134,387.56,2025-01-04 18:28:20,Standard,East
4070,642,PROD_9745,7,217.55,0.036,1037.48,2025-09-20 18:28:20,Standard,South
4071,571,PROD_9077,10,154.09,0.281,1426.27,2024-12-28 18:28:20,Standard,West
4072,736,PROD_2607,1,82.65,0.283,1709.82,2024-11-27 18:28:20,Basic,Central
4073,761,PROD_7677,11,234.64,0.076,655.02,2025-01-21 18:28:20,Standard,West
4074,240,PROD_3416,7,450.98,0.209,1025.86,2025-06-06 18:28:20,Premium,North
4075,374,PROD_4933,6,329.12,0.061,1243.76,2025-03-05 18:28:20,Premium,South
4076,901,PROD_6097,6,37.53,0.118,1181.3,2024-11-13 18:28:20,Standard,South
4077,805,PROD_2386,13,407.49,0.091,114.22,2024-10-24 18:28:20,Premium,West
4078,799,PROD_7230,16,468.35,0.117,971.95,2025-09-19 18:28:20,Premium,East
4079,204,PROD_5319,13,416.42,0.093,1619.97,2025-09-02 18:28:20,Basic,West
4080,611,PROD_4614,2,366.5,0.104,1606.58,2024-11-24 18:28:20,Standard,East
4081,350,PROD_4293,19,83.56,0.237,1019.21,2025-01-28 18:28:20,Premium,West
4082,688,PROD_6551,19,181.01,0.09,1905.19,2025-09-27 18:28:20,Premium,South
4083,774,PROD_4922,19,286.99,0.244,1654.2,2025-05-27 18:28:20,Standard,East
4084,783,PROD_3195,18,47.66,0.17,1477.28,2025-10-10 18:28:20,Premium,North
4085,143,PROD_5615,6,62.07,0.234,1036.05,2025-07-02 18:28:20,Basic,East
4086,189,PROD_8551,2,467.78,0.276,1185.45,2025-07-06 18:28:20,Standard,Central
4087,272,PROD_4058,19,354.32,0.042,454.24,2025-05-14 18:28:20,Premium,North
4088,532,PROD_6990,6,144.79,0.103,1069.49,2025-01-04 18:28:20,Standard,West
4089,845,PROD_1943,15,170.41,0.017,1056.78,2025-10-12 18:28:20,Premium,Central
4090,300,PROD_6974,6,198.37,0.122,413.5,2025-09-08 18:28:20,Basic,North
4091,426,PROD_9710,3,46.78,0.071,1902.79,2025-04-27 18:28:20,Premium,West
4092,46,PROD_4864,11,372.2,0.172,497.06,2025-06-24 18:28:20,Basic,East
4093,95,PROD_4684,8,96.65,0.235,217.4,2025-03-04 18:28:20,Standard,West
4094,930,PROD_5022,18,404.51,0.146,939.35,2025-06-13 18:28:20,Basic,South
4095,64,PROD_5271,17,424.48,0.1,1375.29,2025-04-06 18:28:20,Standard,North
4096,413,PROD_4314,19,322.83,0.046,398.35,2025-01-18 18:28:20,Premium,East
4097,643,PROD_1569,19,387.23,0.008,373.95,2025-03-24 18:28:20,Premium,West
4098,9,PROD_4946,17,94.2,0.203,530.33,2025-03-24 18:28:20,Premium,East
4099,459,PROD_2270,4,292.21,0.009,612.41,2025-02-08 18:28:20,Premium,East
4100,715,PROD_2289,7,341.63,0.276,499.94,2025-08-22 18:28:20,Standard,North
4101,409,PROD_6993,5,334.16,0.178,946.69,2025-04-20 18:28:20,Standard,East
4102,470,PROD_9667,16,67.47,0.106,46.34,2025-04-30 18:28:20,Premium,North
4103,810,PROD_9183,6,178.75,0.013,184.16,2025-06-03 18:28:20,Standard,East
4104,506,PROD_7646,14,169.27,0.124,1461.44,2025-05-28 18:28:20,Standard,East
4105,686,PROD_1458,2,290.54,0.26,830.56,2025-03-15 18:28:20,Standard,West
4106,73,PROD_7125,18,384.97,0.291,727.03,2025-10-06 18:28:20,Premium,Central
4107,84,PROD_5375,18,289.59,0.025,30.79,2025-04-21 18:28:20,Basic,North
4108,59,PROD_7058,13,379.87,0.233,603.45,2025-06-11 18:28:20,Basic,South
4109,21,PROD_8649,18,58.49,0.078,1644.16,2024-12-19 18:28:20,Standard,North
4110,458,PROD_7396,17,440.29,0.114,687.33,2025-07-28 18:28:20,Basic,East
4111,918,PROD_5400,13,272.94,0.164,1927.75,2025-03-27 18:28:20,Basic,Central
4112,157,PROD_9181,12,28.37,0.298,786.02,2025-09-24 18:28:20,Standard,North
4113,831,PROD_6420,3,325.17,0.063,933.62,2024-12-04 18:28:20,Standard,East
4114,329,PROD_8430,7,263.5,0.039,1605.8,2025-03-05 18:28:20,Standard,South
4115,573,PROD_7576,1,117.98,0.178,1966.22,2025-02-08 18:28:20,Premium,West
4116,576,PROD_5395,5,384.57,0.256,749.48,2025-05-31 18:28:20,Basic,West
4117,837,PROD_6496,1,467.45,0.194,248.67,2025-03-22 18:28:20,Basic,North
4118,680,PROD_4266,4,168.11,0.104,1050.88,2024-11-24 18:28:20,Standard,North
4119,203,PROD_6906,1,252.02,0.293,1187.6,2024-10-21 18:28:20,Premium,South
4120,641,PROD_4930,13,72.81,0.299,1919.32,2025-08-05 18:28:20,Standard,West
4121,757,PROD_8153,14,465.6,0.231,833.71,2025-02-03 18:28:20,Premium,East
4122,106,PROD_7073,15,166.21,0.241,190.71,2025-08-06 18:28:20,Basic,North
4123,833,PROD_8736,17,105.44,0.228,1305.36,2025-09-20 18:28:20,Standard,Central
4124,122,PROD_5437,12,244.43,0.077,52.01,2024-11-26 18:28:20,Standard,West
4125,318,PROD_7439,7,31.21,0.045,856.58,2025-04-27 18:28:20,Basic,East
4126,182,PROD_7335,19,133.89,0.166,825.2,2025-07-01 18:28:20,Premium,West
4127,615,PROD_9237,3,43.15,0.286,517.09,2025-03-26 18:28:20,Premium,South
4128,316,PROD_7263,18,72.41,0.263,1928.98,2024-10-23 18:28:20,Basic,Central
4129,814,PROD_2041,4,64.96,0.032,812.78,2025-05-14 18:28:20,Premium,East
4130,773,PROD_8059,3,437.49,0.017,1790.47,2024-11-29 18:28:20,Basic,East
4131,625,PROD_4418,12,465.91,0.262,1035.07,2024-12-25 18:28:20,Basic,North
4132,406,PROD_5593,12,242.52,0.184,1642.87,2025-09-12 18:28:20,Basic,South
4133,986,PROD_3072,17,318.9,0.091,908.28,2025-08-21 18:28:20,Premium,South
4134,949,PROD_2295,6,350.99,0.169,1983.16,2024-12-12 18:28:20,Standard,East
4135,70,PROD_3901,15,201.74,0.067,1283.66,2024-10-26 18:28:20,Basic,West
4136,160,PROD_6623,2,191.4,0.284,320.33,2025-07-28 18:28:20,Premium,East
4137,240,PROD_5678,8,341.03,0.248,22.8,2024-10-16 18:28:20,Basic,East
4138,523,PROD_7061,14,194.59,0.289,1858.51,2025-01-16 18:28:20,Premium,East
4139,138,PROD_1362,5,294.69,0.056,1376.73,2025-04-19 18:28:20,Basic,East
4140,495,PROD_9773,3,262.44,0.253,221.52,2025-03-19 18:28:20,Premium,East
4141,679,PROD_1129,10,266.99,0.168,1489.54,2025-03-01 18:28:20,Basic,East
4142,247,PROD_6440,7,416.39,0.097,462.03,2024-11-28 18:28:20,Basic,West
4143,866,PROD_6019,11,354.99,0.144,1620.37,2024-10-30 18:28:20,Basic,Central
4144,543,PROD_9323,15,480.73,0.283,1223.75,2025-07-28 18:28:20,Premium,Central
4145,524,PROD_2434,2,397.58,0.207,256.08,2025-01-31 18:28:20,Standard,North
4146,243,PROD_6598,5,81.44,0.108,151.19,2025-04-11 18:28:20,Basic,Central
4147,620,PROD_4037,11,371.86,0.3,937.57,2025-09-23 18:28:20,Premium,West
4148,336,PROD_7538,8,336.17,0.104,1874.42,2025-07-19 18:28:20,Premium,East
4149,422,PROD_3336,13,326.56,0.244,1133.62,2025-09-01 18:28:20,Premium,South
4150,835,PROD_6293,11,245.56,0.235,1520.63,2025-04-15 18:28:20,Standard,West
4151,194,PROD_7081,17,40.61,0.217,944.25,2025-05-03 18:28:20,Standard,South
4152,308,PROD_7247,15,476.23,0.201,774.32,2024-11-16 18:28:20,Standard,North
4153,645,PROD_7505,1,427.44,0.033,1646.19,2024-11-12 18:28:20,Basic,West
4154,907,PROD_5949,19,248.54,0.298,932.14,2025-06-25 18:28:20,Basic,East
4155,506,PROD_8318,16,87.7,0.048,291.67,2025-01-02 18:28:20,Premium,East
4156,281,PROD_3977,19,413.99,0.179,556.3,2025-06-11 18:28:20,Premium,West
4157,803,PROD_2848,13,221.03,0.075,1127.15,2025-10-04 18:28:20,Basic,West
4158,675,PROD_4924,4,201.16,0.051,811.13,2024-11-04 18:28:20,Premium,East
4159,790,PROD_1221,11,336.04,0.168,739.12,2025-02-02 18:28:20,Premium,South
4160,933,PROD_8425,18,381.75,0.251,1340.84,2025-02-24 18:28:20,Standard,West
4161,982,PROD_5524,18,40.79,0.113,1276.28,2025-04-23 18:28:20,Basic,East
4162,439,PROD_3239,10,386.1,0.023,634.91,2025-05-04 18:28:20,Standard,Central
4163,715,PROD_4925,17,369.63,0.187,725.26,2025-01-06 18:28:20,Premium,West
4164,608,PROD_7028,13,298.71,0.23,1506.61,2025-08-04 18:28:20,Basic,North
4165,483,PROD_2944,14,175.83,0.089,1843.36,2025-08-30 18:28:20,Standard,North
4166,223,PROD_5353,7,90.75,0.207,655.19,2025-07-25 18:28:20,Basic,West
4167,749,PROD_3975,10,60.3,0.023,590.84,2025-03-31 18:28:20,Premium,East
4168,117,PROD_7304,3,10.58,0.108,537.91,2025-07-13 18:28:20,Premium,South
4169,968,PROD_3007,2,111.17,0.142,291.6,2025-03-15 18:28:20,Premium,West
4170,192,PROD_5684,19,211.56,0.235,760.58,2025-06-03 18:28:20,Basic,North
4171,788,PROD_1862,7,129.39,0.101,1036.85,2025-06-25 18:28:20,Basic,South
4172,618,PROD_5338,5,161.4,0.136,1079.49,2024-12-08 18:28:20,Standard,Central
4173,994,PROD_9920,3,201.32,0.189,1385.15,2025-04-08 18:28:20,Basic,South
4174,516,PROD_4201,2,161.05,0.187,114.58,2025-03-25 18:28:20,Standard,Central
4175,530,PROD_5060,6,365.06,0.155,1127.2,2025-02-12 18:28:20,Standard,North
4176,307,PROD_3579,14,250.95,0.099,517.43,2024-11-20 18:28:20,Standard,Central
4177,964,PROD_7806,7,19.47,0.201,485.86,2025-01-25 18:28:20,Basic,South
4178,532,PROD_2906,2,121.07,0.251,1581.55,2025-05-31 18:28:20,Basic,North
4179,122,PROD_5931,11,357.73,0.046,315.42,2025-05-20 18:28:20,Basic,South
4180,649,PROD_6189,3,157.46,0.102,664.91,2025-03-26 18:28:20,Standard,West
4181,592,PROD_6061,9,460.87,0.201,1278.9,2025-10-13 18:28:20,Premium,South
4182,154,PROD_4497,8,359.21,0.227,1289.32,2025-02-28 18:28:20,Standard,West
4183,870,PROD_1914,11,152.06,0.234,105.69,2024-12-31 18:28:20,Standard,West
4184,537,PROD_8418,18,263.04,0.196,154.39,2024-12-06 18:28:20,Standard,Central
4185,452,PROD_7760,1,336.95,0.143,1314.17,2025-10-03 18:28:20,Basic,West
4186,169,PROD_4604,15,104.75,0.194,1906.77,2025-02-10 18:28:20,Standard,Central
4187,59,PROD_8502,4,130.63,0.041,1997.02,2025-04-22 18:28:20,Standard,West
4188,301,PROD_4702,4,258.49,0.062,1974.35,2025-09-02 18:28:20,Standard,North
4189,553,PROD_2708,10,463.2,0.278,709.64,2024-11-07 18:28:20,Premium,Central
4190,550,PROD_1296,11,178.57,0.277,491.2,2024-12-30 18:28:20,Basic,South
4191,117,PROD_1491,18,207.04,0.217,206.31,2024-10-23 18:28:20,Standard,Central
4192,787,PROD_9751,15,103.4,0.098,658.4,2024-12-27 18:28:20,Standard,North
4193,782,PROD_2998,3,300.67,0.195,560.94,2025-08-24 18:28:20,Premium,West
4194,127,PROD_9121,7,372.67,0.206,1157.82,2024-12-08 18:28:20,Basic,North
4195,405,PROD_9697,7,225.91,0.155,743.88,2025-01-29 18:28:20,Standard,East
4196,399,PROD_6837,17,377.62,0.225,470.74,2025-09-11 18:28:20,Basic,North
4197,515,PROD_3736,16,158.28,0.009,1228.96,2025-02-23 18:28:20,Standard,North
4198,805,PROD_3327,16,356.42,0.077,652.9,2025-02-09 18:28:20,Standard,North
4199,885,PROD_2970,8,136.59,0.238,713.74,2025-04-06 18:28:20,Basic,South
4200,498,PROD_2300,3,392.52,0.282,1200.9,2025-04-08 18:28:20,Premium,South
4201,942,PROD_7035,15,417.01,0.263,245.25,2025-09-09 18:28:20,Standard,North
4202,528,PROD_9994,1,400.88,0.215,1550.76,2025-07-28 18:28:20,Basic,East
4203,398,PROD_8317,10,115.58,0.05,1931.21,2024-12-25 18:28:20,Standard,East
4204,265,PROD_2513,2,350.18,0.111,986.74,2024-11-02 18:28:20,Standard,Central
4205,751,PROD_5601,7,273.88,0.015,1124.12,2024-10-27 18:28:20,Premium,North
4206,263,PROD_6215,14,493.16,0.192,775.44,2025-05-26 18:28:20,Premium,Central
4207,398,PROD_3562,16,187.17,0.135,1913.87,2025-05-14 18:28:20,Basic,West
4208,646,PROD_4426,15,387.91,0.172,274.56,2025-08-26 18:28:20,Standard,East
4209,725,PROD_6943,7,191.34,0.294,1628.91,2025-05-10 18:28:20,Standard,West
4210,527,PROD_5577,13,204.46,0.121,1304.35,2024-12-09 18:28:20,Basic,West
4211,436,PROD_3887,10,64.39,0.092,1585.08,2025-07-22 18:28:20,Standard,North
4212,840,PROD_8093,9,127.43,0.045,1901.41,2025-04-24 18:28:20,Standard,East
4213,930,PROD_9281,9,90.6,0.043,997.34,2025-07-01 18:28:20,Basic,Central
4214,360,PROD_8547,6,88.01,0.156,583.78,2024-11-04 18:28:20,Premium,West
4215,129,PROD_5255,12,14.42,0.225,1561.23,2025-08-24 18:28:20,Standard,North
4216,864,PROD_5375,14,398.95,0.169,1690.7,2025-03-09 18:28:20,Premium,South
4217,634,PROD_9160,7,239.29,0.262,1375.65,2025-05-26 18:28:20,Premium,East
4218,241,PROD_1796,8,404.04,0.095,1699.51,2024-12-01 18:28:20,Premium,South
4219,627,PROD_2842,8,310.15,0.179,1463.35,2025-01-10 18:28:20,Basic,Central
4220,709,PROD_9146,8,417.36,0.198,1915.37,2025-07-15 18:28:20,Basic,Central
4221,222,PROD_4178,2,256.84,0.084,1145.66,2025-01-21 18:28:20,Basic,Central
4222,214,PROD_3680,14,56.08,0.119,767.14,2024-11-04 18:28:20,Premium,East
4223,916,PROD_1414,10,312.21,0.177,1364.24,2025-06-11 18:28:20,Premium,West
4224,592,PROD_9667,18,342.1,0.006,147.54,2025-01-23 18:28:20,Premium,North
4225,775,PROD_7732,18,316.99,0.266,1001.8,2024-11-19 18:28:20,Standard,West
4226,135,PROD_6594,18,402.65,0.033,1549.07,2025-04-25 18:28:20,Premium,East
4227,818,PROD_3418,16,368.43,0.014,346.24,2024-11-09 18:28:20,Standard,South
4228,754,PROD_4646,5,221.99,0.065,806.81,2024-12-26 18:28:20,Premium,North
4229,386,PROD_8286,5,411.36,0.151,707.07,2025-02-13 18:28:20,Standard,Central
4230,303,PROD_8582,10,348.98,0.099,676.59,2025-05-28 18:28:20,Standard,South
4231,782,PROD_8421,17,68.98,0.132,1304.75,2025-03-03 18:28:20,Basic,West
4232,287,PROD_3163,13,274.54,0.025,1000.02,2025-03-01 18:28:20,Basic,North
4233,562,PROD_8044,17,366.99,0.07,1596.66,2025-03-06 18:28:20,Premium,Central
4234,189,PROD_7558,18,281.11,0.029,125.12,2025-04-18 18:28:20,Basic,North
4235,297,PROD_6307,13,475.02,0.069,913.28,2025-04-03 18:28:20,Standard,West
4236,526,PROD_7663,17,59.73,0.211,37.86,2025-05-04 18:28:20,Basic,East
4237,389,PROD_4085,15,363.94,0.173,449.51,2024-12-20 18:28:20,Basic,West
4238,459,PROD_4194,12,413.98,0.1,1553.0,2025-09-26 18:28:20,Standard,East
4239,744,PROD_8668,10,354.3,0.078,221.04,2025-02-10 18:28:20,Premium,Central
4240,261,PROD_1055,13,198.94,0.299,220.1,2025-10-05 18:28:20,Premium,West
4241,704,PROD_2826,11,198.89,0.23,808.86,2025-04-12 18:28:20,Standard,West
4242,925,PROD_5565,3,297.42,0.247,1556.11,2025-05-01 18:28:20,Basic,West
4243,715,PROD_2014,10,204.58,0.008,1279.67,2025-05-12 18:28:20,Premium,West
4244,773,PROD_1764,11,442.76,0.018,1565.69,2024-12-05 18:28:20,Standard,East
4245,113,PROD_6850,6,63.87,0.214,108.6,2025-06-02 18:28:20,Premium,East
4246,886,PROD_3498,1,323.19,0.058,1131.81,2024-11-16 18:28:20,Standard,South
4247,864,PROD_8197,6,75.72,0.128,912.05,2024-10-17 18:28:20,Basic,Central
4248,36,PROD_9798,5,274.68,0.055,1793.08,2025-06-29 18:28:20,Premium,Central
4249,79,PROD_2030,7,360.63,0.053,1477.31,2024-11-22 18:28:20,Standard,East
4250,275,PROD_1402,12,91.1,0.033,854.44,2025-05-11 18:28:20,Premium,South
4251,960,PROD_7020,12,354.98,0.178,1112.16,2025-06-23 18:28:20,Basic,South
4252,278,PROD_6332,7,78.59,0.222,855.42,2025-03-07 18:28:20,Premium,West
4253,674,PROD_9505,2,314.07,0.017,887.88,2025-01-13 18:28:20,Standard,South
4254,312,PROD_1747,1,257.72,0.083,1271.82,2025-02-15 18:28:20,Basic,Central
4255,529,PROD_1595,18,156.06,0.198,440.9,2024-11-12 18:28:20,Standard,North
4256,204,PROD_1414,12,64.66,0.118,673.04,2025-02-04 18:28:20,Basic,East
4257,985,PROD_3490,7,370.57,0.211,565.53,2025-08-23 18:28:20,Premium,West
4258,952,PROD_8927,19,197.08,0.228,1603.6,2025-04-25 18:28:20,Basic,South
4259,17,PROD_3919,3,52.4,0.01,1884.47,2025-03-18 18:28:20,Basic,East
4260,714,PROD_3097,10,388.67,0.114,834.46,2024-12-30 18:28:20,Basic,East
4261,476,PROD_2076,11,124.12,0.219,163.43,2025-07-17 18:28:20,Basic,East
4262,511,PROD_6065,5,370.86,0.114,196.17,2025-08-03 18:28:20,Standard,Central
4263,210,PROD_4052,2,286.8,0.002,805.18,2025-10-13 18:28:20,Basic,West
4264,499,PROD_6239,8,105.32,0.101,796.02,2024-12-20 18:28:20,Standard,North
4265,402,PROD_8587,14,47.44,0.262,300.85,2025-05-31 18:28:20,Standard,West
4266,429,PROD_4192,8,300.69,0.286,1616.18,2024-12-05 18:28:20,Premium,South
4267,992,PROD_2964,6,22.35,0.168,1005.27,2025-09-17 18:28:20,Premium,West
4268,78,PROD_7970,1,42.08,0.092,227.03,2025-02-07 18:28:20,Basic,Central
4269,568,PROD_1433,1,354.09,0.14,206.45,2025-03-21 18:28:20,Basic,North
4270,80,PROD_5933,8,274.05,0.071,897.47,2024-10-24 18:28:20,Premium,West
4271,306,PROD_4714,11,169.88,0.05,242.5,2025-06-13 18:28:20,Premium,South
4272,58,PROD_3022,18,274.22,0.148,1126.78,2025-05-15 18:28:20,Standard,West
4273,530,PROD_4565,10,299.91,0.221,776.18,2025-08-18 18:28:20,Basic,Central
4274,208,PROD_7520,12,286.99,0.067,1840.15,2025-04-20 18:28:20,Premium,East
4275,511,PROD_9668,16,324.85,0.273,843.63,2025-06-29 18:28:20,Premium,Central
4276,977,PROD_2422,5,470.74,0.05,1232.72,2025-04-13 18:28:20,Standard,Central
4277,135,PROD_9099,16,200.5,0.168,1624.59,2024-12-15 18:28:20,Standard,Central
4278,844,PROD_3694,12,157.56,0.233,612.72,2025-02-19 18:28:20,Premium,North
4279,994,PROD_1574,6,28.83,0.064,1028.66,2025-02-18 18:28:20,Basic,West
